X1,X2,X3,X4
-0.009726141,6.860302,4.7233405,2.362298
0.65221286,-4.2184763,-3.300904,-1.5213594
1.7526746,1.4462439,-0.50933737,-0.07100221
-0.10119524,6.6997976,4.752557,2.3935468
-1.0775694,0.93429756,1.4149309,0.5101633
-0.00051192613,0.012300901,-0.13219972,-0.1047652
0.33105654,1.4013885,0.5701854,0.16098015
0.4210755,-0.5448898,-0.42953482,-0.14590591
-0.1987932,-0.11677426,0.27020696,-0.0055880817
0.37740922,-2.1543279,-1.9876567,-1.2432643
-0.38804504,-0.17096914,0.47029012,0.0030027204
1.2104306,-4.279927,-3.91698,-1.7532703
-0.28493798,3.0122185,2.250958,1.1041468
1.8673949,-2.5065513,-3.4153063,-1.7778039
-0.745455,-0.8152969,0.13723876,0.15561576
1.2849808,0.57955444,-0.5906733,-0.373014
-0.43899438,5.9586143,4.415223,2.0424168
1.0029187,2.0122433,0.22622488,0.25290436
-0.24333933,4.8245816,3.342733,1.7038447
1.7988499,0.69355065,-0.9909501,-0.5191851
1.3332248,5.754061,2.7881653,1.5009161
-1.388369,2.7419522,3.0552578,1.4369589
-1.009316,-0.16035797,1.1524246,0.61562437
-0.31798446,-2.4846246,-1.4471997,-0.5308066
-0.21881211,-0.6938967,-0.02958919,-0.15058875
0.058313057,-0.7497713,-0.52063566,-0.23858698
0.40737218,2.8184435,1.1620156,0.7111063
-1.7831632,-6.829751,-2.9127188,-1.6979289
-0.07680969,0.9250884,0.49775136,0.15784757
0.7934233,4.995154,2.5017447,1.2695638
1.723137,4.8019404,1.4967335,0.73753214
0.47851112,0.5888764,-0.117683865,0.0068189544
0.23559512,3.403246,1.8918115,1.0946525
2.0042539,3.8955133,0.75752246,0.020154426
0.53253317,1.9231571,0.56041753,0.29075265
-0.5315099,-0.78635377,-0.058147155,-0.2262661
1.4553257,3.3617039,0.7357228,0.4240092
-0.20404357,2.539594,2.0677733,0.9612085
0.53390265,-6.1563354,-4.41309,-2.3425
-0.03932347,2.634082,1.6554209,0.63827854
0.3673201,6.2029424,4.078332,2.143516
0.81498075,5.626798,2.7248287,1.4257154
-1.2143408,-3.702002,-1.2009431,-0.5791086
-0.22079103,-0.29815644,0.5206556,0.081329316
-0.6031176,0.62407166,1.0966855,0.38062677
0.48212603,-0.05823948,-0.2537554,-0.18806803
0.01495445,0.20127565,0.1777355,0.08833986
-0.7551845,-6.130674,-3.0533123,-1.533837
-0.21922342,4.065169,3.1213617,1.4612185
0.7928944,3.660235,1.5344056,0.47782582
-0.53813404,-4.2679715,-2.3065364,-1.1354063
-1.89357,-2.985566,0.09553635,-0.24361615
1.6126633,1.7645243,-0.13109146,-0.19230242
-1.0522953,2.42538,2.9474823,1.3712618
1.5118297,-0.9808459,-2.359298,-1.1822574
-1.8096135,3.3382158,4.2800107,1.7603793
0.6579439,2.8717127,1.310382,0.43873596
-0.16373439,0.39104912,0.30258727,0.06806317
0.42675674,-1.3479315,-1.0457026,-0.52802277
0.21775204,-3.6176608,-2.4056404,-1.0947934
-2.3675935,-2.9985666,0.5444174,0.11892381
-3.014208,-1.4346384,1.8740213,0.843273
0.5925864,-4.8943853,-3.6962316,-1.515277
-0.9201411,-5.3579183,-2.2213209,-1.0021969
0.95483834,0.05071006,-1.3097658,-0.5119645
1.0219011,-4.2504663,-3.8082075,-1.8946015
2.0342004,1.7958162,-1.0248811,-0.64390934
-0.46932647,2.2062414,1.9640453,0.9232739
0.719193,16.589157,9.362921,3.5138936
1.8831445,7.088958,2.9796765,1.4468195
1.2293874,6.00414,2.6949275,1.3109269
0.6214749,1.2687246,0.19631436,0.14011976
0.7547528,-0.5757008,-1.1281269,-0.48396084
0.29327533,1.0794005,0.4968265,0.10252109
-1.3255936,-2.6173272,-0.36657846,0.13347754
-0.32995945,-7.620995,-4.665761,-2.0876043
0.2649691,-5.260778,-3.8185244,-1.7950059
-1.1677645,1.9728105,2.4454398,1.3042356
1.9635557,-4.0876875,-4.760807,-2.378136
-1.7634143,-1.2939367,1.0562302,0.69444585
0.76816976,8.025167,4.368731,2.127753
0.9059165,4.61573,1.9878953,0.99891406
0.9723628,-0.8515017,-1.4372684,-0.63937277
1.1407264,1.7821176,0.43960333,0.04183984
-0.8528289,-3.5113256,-1.4574038,-0.64685625
-0.7895792,0.36274076,0.99626505,0.6032153
0.7016333,0.2401764,-0.4410406,-0.23730305
-1.4202895,1.909582,2.7917511,1.4886332
-0.2280878,6.8053045,4.62582,2.1599395
-0.39637277,-2.539661,-1.142936,-0.5325794
1.1073658,7.2865567,3.654196,1.90984
-0.55583084,1.6653323,1.8476475,0.93338454
0.9348185,1.8516506,0.3267028,0.25332332
-0.65725875,2.1219966,2.2765136,1.0959424
-0.578063,6.1283703,4.539444,2.4569814
0.9278492,-0.78787166,-1.2959317,-0.6277652
-1.1603516,0.00897532,1.0114298,0.24032998
-0.482491,-1.4917591,-0.5607215,-0.49624145
0.062706225,-1.2444953,-0.9924681,-0.31675175
0.31884062,2.2899952,1.4283347,0.4426037
-0.3872695,-2.4072762,-1.027175,-0.28591147
-0.11625801,0.24283028,0.35802,0.032446098
1.331693,2.0407228,0.20257685,-0.2759629
1.3127989,2.8786988,0.69019544,0.29445267
-0.25525355,-0.40711603,0.12069753,-0.018057175
0.7840141,-2.7169616,-2.2882402,-0.90883577
-0.9044864,-0.19986773,0.46084625,0.098756336
0.3682686,7.7739415,4.963573,2.5692534
0.347393,-2.7684953,-1.7786666,-0.9344059
-1.4200755,-2.5936577,-0.27552885,-0.03312462
1.3563069,6.2809978,2.7685397,1.469697
2.0497336,5.5404406,1.6045444,0.8039032
-1.5457424,-4.6667466,-1.3874054,-0.7029769
0.47899345,4.8229876,2.8187382,1.7011514
-0.20518455,0.8292511,0.75239015,0.44915968
1.104399,3.3888822,0.82982445,0.38768035
-2.4961016,-6.062106,-1.7366973,-0.97192097
0.2776862,-3.8231385,-2.915797,-1.4772639
1.4862714,-5.0570517,-4.4401865,-2.1929183
1.0730433,0.91846097,-0.31493148,-0.06864201
-1.962219,-2.6607587,0.34303436,0.327619
-0.71488106,-1.6935807,-0.3045928,-0.0164245
0.6084817,-5.459195,-4.2179146,-2.1912637
1.240945,-0.49022007,-1.3417552,-0.67617565
0.9311451,6.377857,3.5175898,1.7108313
0.46582893,2.9237185,1.5643309,0.8312926
-0.9490726,-4.953938,-2.2061286,-1.2959455
1.137275,-4.326674,-3.6400647,-1.7907475
1.3183966,1.6982541,-0.2839998,-0.1649989
-1.0235521,-0.74060154,0.65425515,0.20843169
-0.4675836,3.1387396,2.6707714,1.3558283
-0.53660923,2.4441848,2.5712366,1.1075041
-0.66216516,1.7946931,1.6493565,0.5623446
-1.576203,-2.461518,-0.11255088,-0.086122625
-0.799783,-3.1402242,-0.9903125,-0.6208497
-0.9199883,-1.995551,-0.487731,-0.39214864
-2.5192301,3.1774478,3.9628687,1.9337219
-0.20079133,-2.3000627,-1.5282376,-0.6477138
-0.08295207,-4.183205,-2.9141333,-1.5033754
-1.6836803,-4.8769145,-1.4604604,-0.75919735
0.5464409,1.8985634,0.9513187,0.38926467
-1.7662934,-1.6930852,0.72448844,0.45410293
0.54276943,1.0538071,0.24565442,0.14907657
1.1287429,2.6288414,0.9787031,0.4940664
0.20485193,-5.870087,-3.7737668,-1.7946496
-0.31753337,-1.6595621,-0.57025456,-0.50658894
-0.53145176,-2.5460763,-1.0591204,-0.5485862
1.6902252,1.7094282,-0.59459877,-0.18940905
-0.9274626,-6.098807,-2.8354847,-1.5321649
-0.7076195,-1.1198709,0.20506155,0.038968723
-0.57934284,1.3694373,1.5705806,0.80964214
0.56639206,2.639127,0.84924304,0.33861214
1.3465557,2.0154707,-0.011502501,0.10543761
-0.58692706,-0.57779205,0.44986507,0.01048585
0.3258562,-0.021175181,-0.2617326,-0.10487387
-0.7490732,-3.6147623,-1.5639017,-0.93920046
-0.12950025,0.82372653,0.84483415,0.14189713
0.47366035,-1.179445,-1.026251,-0.60709554
-0.87211585,1.5528759,1.7659614,0.8898421
-0.045879234,0.11284087,-0.100507304,-0.14484234
0.6011537,1.5530325,0.38458458,0.40449533
0.037509825,-0.3988685,-0.3424611,-0.17430468
-0.16548188,-6.157074,-4.0712214,-2.0633118
0.16195974,-4.2289596,-2.998621,-1.368167
1.5448463,2.7733178,0.6055498,0.47259867
0.94487375,-0.68157715,-1.2619499,-0.6147139
-0.23795705,7.529526,5.2631087,2.6811671
1.0042002,7.161541,4.1646414,1.9524033
-0.857803,1.0714045,1.719412,0.9133104
-0.42626917,0.29213074,0.5768003,0.18002006
0.7575635,1.9280413,0.6766525,0.55125993
0.5515548,-0.9912867,-1.3800806,-0.72436076
2.0533724,7.830617,3.5504835,1.6548884
-0.04680932,0.48473254,0.40073395,-0.1069259
0.5607012,3.9758933,1.9946395,0.78068215
-1.0211458,-1.6853555,-0.050516028,-0.0027255814
0.31782365,-2.400241,-1.8307396,-0.94317454
0.39545536,-2.544363,-2.1042259,-0.8827422
-0.9364362,1.4498216,1.9050152,0.9512806
0.010559004,-0.19791876,0.20754282,0.19504018
-1.1391704,4.1339426,3.5765336,1.866667
-0.112410456,-0.38051465,-0.1353221,-0.14479947
-0.34924647,0.41922614,0.8224331,0.23359086
-0.106290124,-1.0692626,-0.5365715,-0.40752295
-0.4514017,0.9328511,1.2528001,0.6571196
-1.0964465,-1.4029347,0.34614304,-0.016317831
-0.41195953,-0.11458568,0.3787212,0.14497015
-0.116829224,0.40641823,0.37440825,0.13821444
-1.3155003,5.0197806,5.0913615,2.446451
-0.011600378,2.7428648,1.8120617,0.83310217
0.7462595,5.858848,3.3739095,1.6122179
-0.45317677,1.1037128,0.7689113,0.20924143
-0.0934124,-0.13259095,-0.40943724,-0.13537209
-1.0405118,-0.97473776,0.31102082,0.18619218
0.476554,0.97772455,0.012082215,-0.098910205
-0.32382524,1.7945274,1.4271451,0.6898443
-1.3055495,-1.6118789,0.19032636,-0.09215794
-1.7148458,-2.2728605,0.22740783,0.16185328
-0.18012406,0.49941722,0.4992582,0.04274315
1.4631007,6.279202,2.7310042,1.1471717
1.88275,5.40838,2.12838,0.98390466
-0.6242249,-4.3115406,-2.131739,-0.989322
-1.6422735,-1.6392826,0.42997736,0.17738642
1.1071651,1.5321159,0.09878066,0.12024561
0.6245624,4.336204,2.4229228,1.1076753
0.5471287,-3.4192781,-2.9205368,-1.4113746
-0.7994098,2.9908428,2.681099,1.3188075
1.6414082,7.1247096,3.1273353,1.6553962
0.1171438,-6.083049,-4.031876,-2.1258533
0.30503416,0.0126723405,-0.2834049,-0.25511858
-0.2280712,-1.4690647,-0.71612054,-0.3564856
-1.166963,-2.5949357,-0.38157985,-0.22350779
0.6604272,4.2193866,2.026891,0.898393
-1.3206867,3.2893884,3.6587234,1.8766508
1.8659782,3.9250145,0.7983488,0.5735414
0.07038151,-0.19030535,-0.17532264,-0.030702382
0.28673276,-1.1815274,-1.0321696,-0.4103494
-0.54054636,0.04630784,0.45311803,0.11879383
1.3126788,2.2707176,0.7026024,-0.007907834
-0.28303403,0.6571127,0.6339557,0.46862823
-0.110566385,-2.7233467,-1.6813782,-0.9205625
0.3424309,-2.1025653,-1.4759723,-0.92034334
-1.3205,-3.94895,-1.0141324,-0.4515478
0.9337887,7.185562,3.7448032,1.9636102
-0.14017123,-0.89200836,-0.66326463,-0.35410494
-0.041626573,3.0536423,2.1037157,1.0899696
-0.2756751,-0.09581355,0.3468425,-0.19640006
-2.0497098,-0.11957537,2.016701,1.13736
-0.7738831,-2.8310342,-1.2139846,-0.37080604
0.43681931,-0.675726,-0.58203506,-0.36791307
0.5355819,0.36746994,-0.0026983954,-0.040940993
0.07187761,3.3596106,1.9952486,0.8779969
0.15580516,0.34806907,0.11794313,0.06156124
0.11882148,-4.242734,-2.8694053,-1.5639057
-1.3412371,2.108196,3.1562188,1.3821497
0.9179953,3.2794676,1.0677303,0.41192108
-1.1170638,-6.2991967,-3.178749,-1.6446052
0.8335961,5.1325116,2.4209006,1.1517828
0.4252203,-3.0609915,-2.2289817,-1.0582802
1.4491621,5.621606,2.5930235,1.318245
0.20837207,1.2447385,0.3854374,-0.08528836
-0.008298859,-4.5988674,-3.413431,-1.7147449
-0.32652935,3.0698647,2.3821723,1.1651708
-1.4451138,3.039257,3.285263,1.5233886
-0.7792433,-0.72482204,0.644117,0.39874947
0.07067417,0.7829478,0.5459411,0.27224797
-0.02227527,-4.0694265,-2.7583222,-1.4354347
-0.15613246,-3.8521261,-2.2861028,-1.1113726
-1.456455,-4.9872975,-1.7140098,-0.909954
0.97595394,2.7948313,1.2096007,0.52109736
0.869437,1.0158252,-0.20429699,-0.28479484
0.90454185,1.0561737,-0.09679808,-0.22736216
1.5734009,3.786743,1.0632784,0.4070156
0.6300405,2.0619028,0.827672,0.40135053
0.66483784,0.51601,-0.22210255,-0.19356951
-0.36568075,4.106409,3.108597,1.4309343
-1.6526003,-2.707296,-0.028986942,-0.091427706
0.735918,-0.01456531,-0.47408876,-0.05325598
0.18356693,1.210447,0.29627988,0.11517539
0.9000255,0.7074524,-0.41535088,-0.0029615432
0.38973957,1.9325621,1.1639919,0.47307962
-0.65057254,-1.5894201,-0.31835452,-0.22316675
0.64700454,-3.3473194,-2.8979023,-1.3764755
0.6280418,2.4219353,1.0530313,0.5371339
-1.0063539,-0.9267467,-0.015457017,-0.12976594
0.7201003,3.2744765,1.4086694,0.6742627
-0.9305555,-0.6712314,0.5625496,0.34774306
1.7745165,5.720854,2.322056,0.9234041
-0.4473522,1.7002432,1.5452392,0.7092509
-0.36369774,-1.5952708,-0.66987705,-0.13230436
1.3723439,6.6369963,2.9956713,1.4570886
-0.86599284,-2.2167127,-0.37591717,-0.14229608
-0.09710465,-1.861988,-1.1858611,-0.53290224
