X1,X2,X3,X4
-0.25560814,-3.7740715,-2.4221325,-1.4177284
-3.5542927,-6.6613345,-1.0467995,-0.42312977
-0.82973725,-1.0343862,0.33963197,0.24573806
-0.8701695,-1.529124,0.003398775,0.09661747
3.9931767,3.441729,-0.3335186,-0.19496536
-0.5108904,-1.6212732,-0.22914973,-0.17160724
0.02105674,0.34899542,0.24943145,0.3706245
-0.58624697,-1.3234378,0.05713968,-0.009798365
-1.1665307,-1.2574124,0.45910355,0.24537686
1.168494,1.5073745,-0.10359599,0.122606866
-2.6674843,-3.9632404,-0.30254513,-0.06785865
1.0489318,3.225055,1.0793612,0.55975866
2.0170197,3.605491,0.152012,0.009345314
1.0819236,1.5970895,-0.36453804,0.141958
-1.5070485,-4.703234,-0.4723281,-0.38051903
-1.0452578,-2.3838134,-0.6252242,-0.2757664
-1.4127096,-3.2294395,-0.58073205,-0.15351166
-1.3406795,-2.2486012,-0.18599728,-0.149543
-0.7152781,2.2462568,2.2470522,1.3739574
-3.6173887,-4.1258473,0.17991121,0.24426943
-0.5622682,-1.0935643,0.045235217,0.27854714
0.91397977,0.84056324,-0.15644665,0.006496282
0.5025725,0.42195418,-0.07163915,-0.04666153
0.038945887,2.8555088,1.7850709,0.71122146
1.6763936,2.997439,0.37371793,0.37513074
-1.324731,-5.630163,-2.2688491,-1.268841
0.2392001,-0.67338073,-0.6608632,-0.033370342
1.2940897,5.971017,2.5690606,0.7758273
0.5897949,0.09103717,-0.6516219,-0.31198093
-0.6053826,-1.2917641,-0.12588778,0.12731867
0.6473339,1.8862095,0.6537969,0.3223756
-0.5426572,1.2600253,1.1356508,0.5576334
0.7354101,-0.53578824,-0.979295,-0.32854733
-0.9708603,-3.5885088,-1.0055047,-0.5315877
-0.6903443,-2.2760794,-0.83267295,-0.83464533
-1.7657083,-2.2235336,0.46087763,0.45186242
1.0323794,-0.28512588,-0.92874676,-0.81960315
-0.7649186,-3.1943138,-1.4026316,-0.47201812
-0.18767503,-0.9057092,-0.3340279,-0.060238816
-0.13732505,0.69348174,0.64139026,0.23800245
0.13221079,1.659753,0.6103644,0.4144876
0.073309086,0.87438583,0.49705955,0.85525894
-1.0901412,1.3214985,2.073221,1.3079659
-0.00628687,1.2266055,0.82485634,0.4618514
-3.1888897,-3.5465095,0.5203598,0.38189384
0.42454067,3.4137404,1.9872224,1.131281
-2.7202022,-6.1177225,-1.3114082,-0.5763848
0.79867667,-0.15791582,-1.2899832,-0.6407073
0.7370762,3.0139644,0.98005384,0.37307376
0.56238824,3.875265,1.6946507,0.6950006
